loc_inst_code,LOCATION_TYPE,ITEM_ID,QTY_ALLOCATED,MAX_UNITS,GRID_X,GRID_Y,GRID_Z,FULL_LAYERS,PARTIAL_UNITS,ORIENT_X_MM,ORIENT_Y_MM,ORIENT_Z_MM,LOCATION_VOL_MM3,LOCATION_VOL_M3,STORED_VOL_M3,UTILIZATION_PCT
A7-00064,A7,60880148,1,180,3,6,10,0,1,266.8,162.9,66.3,586432000.0,0.6,0.0,0.5
A7-00065,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00066,A7,47031581,8,8,1,4,2,2,0,654.4,197.1,332.6,586432000.0,0.6,0.3,58.5
A7-00067,A7,33416771,13,630,9,10,7,0,13,89.9,89.9,89.9,586432000.0,0.6,0.0,1.6
A7-00068,A7,17115291,3,8,1,8,1,0,3,601.8,112.1,543.9,586432000.0,0.6,0.1,18.8
A7-00070,A7,93206578,8,8,1,2,4,4,0,879.7,412.0,152.9,586432000.0,0.6,0.4,75.6
A7-00071,A7,28082562,1,18,9,2,1,0,1,96.5,482.3,644.6,586432000.0,0.6,0.0,5.1
A7-00072,A7,84213374,7,16,1,8,2,0,7,870.8,121.5,338.3,586432000.0,0.6,0.3,42.7
A7-00073,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00074,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00075,A7,76856852,9,330,11,6,5,0,9,79.5,158.3,127.6,586432000.0,0.6,0.0,2.5
A7-00076,A7,35655992,1,108,6,2,9,0,1,145.2,489.4,73.8,586432000.0,0.6,0.0,0.9
A7-00077,A7,56624615,7,216,4,6,9,0,7,218.5,151.7,70.3,586432000.0,0.6,0.0,2.8
A7-00079,A7,45494963,1,108,3,9,4,0,1,246.3,100.5,151.2,586432000.0,0.6,0.0,0.6
A7-00081,A7,96342420,1,44,2,11,2,0,1,433.3,85.2,333.5,586432000.0,0.6,0.0,2.1
A7-00082,A7,62063277,2,45,3,3,5,0,2,245.8,313.6,126.4,586432000.0,0.6,0.0,3.3
A7-00086,A7,49159589,1,24,2,6,2,0,1,408.0,144.5,332.1,586432000.0,0.6,0.0,3.3
A7-00087,A7,26328187,23,168,3,7,8,1,2,245.8,126.9,84.6,586432000.0,0.6,0.1,10.3
A7-00088,A7,86686147,36,36,3,4,3,3,0,285.7,199.2,214.5,586432000.0,0.6,0.4,74.9
A7-00090,A7,13955130,10,10,1,5,2,2,0,838.0,189.6,321.6,586432000.0,0.6,0.5,87.1
A7-00091,A7,86862851,1,16,8,2,1,0,1,101.9,456.9,552.1,586432000.0,0.6,0.0,4.4
A7-00092,A7,21662700,4,24,2,4,3,0,4,346.8,228.8,187.7,586432000.0,0.6,0.1,10.2
A7-00094,A7,95722466,1,288,6,16,3,0,1,145.0,61.0,219.7,586432000.0,0.6,0.0,0.3
A7-00095,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00096,A7,13955130,3,10,1,5,2,0,3,838.0,189.6,321.6,586432000.0,0.6,0.2,26.1
A7-00097,A7,22735131,1,6,1,6,1,0,1,640.1,162.9,520.8,586432000.0,0.6,0.1,9.3
A7-00098,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00099,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00100,A7,70378237,3,6,2,1,3,1,1,415.3,900.2,173.1,586432000.0,0.6,0.2,33.1
A7-00101,A7,50035592,14,36,2,2,9,3,2,376.1,487.3,75.3,586432000.0,0.6,0.2,32.9
A7-00102,A7,14948488,6,56,7,4,2,0,6,122.8,242.2,334.8,586432000.0,0.6,0.1,10.2
A7-00103,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00104,A7,91372994,57,315,9,7,5,0,57,91.6,129.0,129.0,586432000.0,0.6,0.1,14.8
A7-00106,A7,68507434,14,14,1,7,2,2,0,695.2,129.0,338.8,586432000.0,0.6,0.4,72.5
A7-00107,A7,37437690,11,24,4,3,2,0,11,184.8,308.9,308.9,586432000.0,0.6,0.2,33.1
A7-00108,A7,65373803,1,30,3,5,2,0,1,272.2,176.7,272.2,586432000.0,0.6,0.0,2.2
A7-00110,A7,58715777,2,384,8,8,6,0,2,105.9,115.9,105.9,586432000.0,0.6,0.0,0.4
A7-00111,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00112,A7,74457727,12,189,3,9,7,0,12,288.6,106.5,94.3,586432000.0,0.6,0.0,5.9
A7-00113,A7,82776375,4,4,1,4,1,1,0,604.4,210.1,525.2,586432000.0,0.6,0.3,45.5
A7-00114,A7,62755039,4,48,6,2,4,0,4,143.8,464.1,143.8,586432000.0,0.6,0.0,6.5
A7-00115,A7,81877495,4,4,1,2,2,2,0,774.8,432.6,263.3,586432000.0,0.6,0.4,60.2
A7-00117,A7,29442557,1,36,3,6,2,0,1,291.2,160.7,291.2,586432000.0,0.6,0.0,2.3
A7-00118,A7,49688577,3,10,2,5,1,0,3,391.1,184.2,611.9,586432000.0,0.6,0.1,22.6
A7-00119,A7,68683593,6,48,2,4,6,0,6,384.1,234.8,111.4,586432000.0,0.6,0.1,10.3
A7-00123,A7,32566950,10,24,2,6,2,0,10,385.3,151.3,325.2,586432000.0,0.6,0.2,32.3
A7-00124,A7,82711135,18,18,3,6,1,1,0,254.0,152.6,499.4,586432000.0,0.6,0.3,59.4
A7-00125,A7,68274730,11,120,3,5,8,0,11,250.8,173.5,83.5,586432000.0,0.6,0.0,6.8
A7-00126,A7,59425315,2,8,1,2,4,1,0,856.7,343.8,156.1,586432000.0,0.6,0.1,15.7
A7-00127,A7,12861334,2,20,5,2,2,0,2,152.4,483.6,322.8,586432000.0,0.6,0.0,8.1
A7-00128,A7,36223548,26,26,2,13,1,1,0,352.2,70.4,669.9,586432000.0,0.6,0.4,73.6
A7-00129,A7,61373863,66,66,2,3,11,11,0,365.0,263.4,61.7,586432000.0,0.6,0.4,66.8
A7-00131,A7,63658180,1,70,2,7,5,0,1,359.7,132.0,132.0,586432000.0,0.6,0.0,1.1
A7-00132,A7,49688577,10,10,2,5,1,1,0,391.1,184.2,611.9,586432000.0,0.6,0.4,75.2
A7-00134,A7,11203502,1,104,2,4,13,0,1,415.9,243.9,49.3,586432000.0,0.6,0.0,0.9
A7-00135,A7,72861920,1,36,3,6,2,0,1,280.0,162.9,274.9,586432000.0,0.6,0.0,2.1
A7-00136,A7,33108205,1,36,2,2,9,0,1,399.3,347.1,73.3,586432000.0,0.6,0.0,1.7
A7-00138,A7,58286848,32,32,4,4,2,2,0,181.2,235.2,315.8,586432000.0,0.6,0.4,73.4
A7-00140,A7,61624465,30,30,5,6,1,1,0,152.2,152.2,570.8,586432000.0,0.6,0.4,67.6
A7-00141,A7,82831631,36,36,3,3,4,4,0,287.1,266.2,167.9,586432000.0,0.6,0.5,78.8
A7-00144,A7,48959151,1,8,8,1,1,0,1,103.7,952.5,518.7,586432000.0,0.6,0.1,8.7
A7-00145,A7,36616930,13,40,5,4,2,0,13,147.8,221.3,332.9,586432000.0,0.6,0.1,24.1
A7-00146,A7,87377896,2,30,3,5,2,0,2,274.5,172.2,274.5,586432000.0,0.6,0.0,4.4
A7-00147,A7,12376134,2,360,12,6,5,0,2,72.9,152.4,128.2,586432000.0,0.6,0.0,0.5
A7-00148,A7,82744066,1,126,3,6,7,0,1,266.3,146.4,94.0,586432000.0,0.6,0.0,0.6
A7-00149,A7,96016879,20,540,10,18,3,0,20,88.0,53.3,210.5,586432000.0,0.6,0.0,3.4
A7-00150,A7,51835124,1,32,2,8,2,0,1,349.6,115.4,330.5,586432000.0,0.6,0.0,2.3
A7-00151,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00152,A7,81877495,1,4,1,2,2,0,1,774.8,432.6,263.3,586432000.0,0.6,0.1,15.0
A7-00153,A7,31102246,24,540,9,12,5,0,24,97.5,81.5,130.8,586432000.0,0.6,0.0,4.3
A7-00154,A7,94407519,3,160,16,2,5,0,3,52.2,469.5,129.1,586432000.0,0.6,0.0,1.6
A7-00155,A7,25180310,4,7,7,1,1,0,4,119.3,893.5,596.6,586432000.0,0.6,0.3,43.4
A7-00156,A7,87451601,4,6,3,1,2,1,1,235.5,918.4,256.2,586432000.0,0.6,0.2,37.8
A7-00157,A7,74206040,12,12,2,6,1,1,0,376.0,155.1,572.3,586432000.0,0.6,0.4,68.3
A7-00158,A7,22603280,1,20,2,5,2,0,1,385.8,183.6,250.2,586432000.0,0.6,0.0,3.0
A7-00159,A7,90194299,8,20,2,5,2,0,8,409.3,174.4,291.2,586432000.0,0.6,0.2,28.4
A7-00160,A7,79027877,24,24,3,2,4,4,0,266.7,488.4,159.3,586432000.0,0.6,0.5,84.9
A7-00161,A7,82878758,1,715,11,5,13,0,1,77.2,177.9,49.1,586432000.0,0.6,0.0,0.1
A7-00162,A7,82776375,4,4,1,4,1,1,0,604.4,210.1,525.2,586432000.0,0.6,0.3,45.5
A7-00164,A7,44854144,14,56,2,14,2,0,14,334.4,66.9,334.4,586432000.0,0.6,0.1,17.9
A7-00165,A7,98989710,34,252,7,4,9,1,6,125.5,240.8,75.5,586432000.0,0.6,0.1,13.2
A7-00166,A7,77802241,3,910,26,7,5,0,3,33.7,132.3,131.5,586432000.0,0.6,0.0,0.3
A7-00167,A7,61624465,30,30,5,6,1,1,0,152.2,152.2,570.8,586432000.0,0.6,0.4,67.6
A7-00168,A7,61298041,1,16,8,2,1,0,1,104.4,448.3,540.3,586432000.0,0.6,0.0,4.3
A7-00169,A7,38653094,27,432,8,9,6,0,27,99.1,99.1,99.1,586432000.0,0.6,0.0,4.5
A7-00170,A7,64988814,4,42,2,3,7,0,4,416.8,258.7,92.6,586432000.0,0.6,0.0,6.8
A7-00171,A7,72023929,1,10,2,5,1,0,1,423.1,192.9,538.6,586432000.0,0.6,0.0,7.5
A7-00172,A7,85285073,1,6,1,6,1,0,1,771.1,160.5,603.7,586432000.0,0.6,0.1,12.7
A7-00174,A7,79027877,24,24,3,2,4,4,0,266.7,488.4,159.3,586432000.0,0.6,0.5,84.9
A7-00175,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00176,A7,25488479,1,12,6,2,1,0,1,137.4,451.0,665.1,586432000.0,0.6,0.0,7.0
A7-00177,A7,31363497,12,45,9,5,1,0,12,92.5,176.8,548.0,586432000.0,0.6,0.1,18.3
A7-00178,A7,34873542,4,330,10,11,3,0,4,86.7,86.7,218.6,586432000.0,0.6,0.0,1.1
A7-00179,A7,64757886,1,40,5,2,4,0,1,158.6,447.0,158.6,586432000.0,0.6,0.0,1.9
A7-00181,A7,65685054,4,10,2,5,1,0,4,391.5,183.6,634.1,586432000.0,0.6,0.2,31.1
A7-00182,A7,20628172,60,60,2,6,5,5,0,397.2,142.2,126.0,586432000.0,0.6,0.4,72.8
A7-00184,A7,18063584,1,12,6,1,2,0,1,140.3,910.6,227.6,586432000.0,0.6,0.0,5.0
A7-00185,A7,29384850,1,4,2,1,2,0,1,437.3,904.2,260.1,586432000.0,0.6,0.1,17.5
A7-00186,A7,80461821,66,847,11,11,7,0,66,79.7,88.3,91.8,586432000.0,0.6,0.0,7.3
A7-00187,A7,48772996,1,36,3,6,2,0,1,287.9,152.5,287.9,586432000.0,0.6,0.0,2.2
A7-00190,A7,23417921,5,30,2,5,3,0,5,340.7,184.3,214.9,586432000.0,0.6,0.1,11.5
A7-00191,A7,56648135,12,12,2,2,3,3,0,431.3,351.3,176.7,586432000.0,0.6,0.3,54.8
A7-00194,A7,36211376,27,210,7,5,6,0,27,119.9,181.0,98.7,586432000.0,0.6,0.1,9.9
A7-00195,A7,47031581,8,8,1,4,2,2,0,654.4,197.1,332.6,586432000.0,0.6,0.3,58.5
A7-00200,A7,79206890,58,252,6,14,3,0,58,145.9,69.0,224.3,586432000.0,0.6,0.1,22.3
A7-00201,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00202,A7,56805995,3,44,2,11,2,0,3,411.5,85.1,247.6,586432000.0,0.6,0.0,4.4
A7-00203,A7,61557672,6,16,2,4,2,0,6,329.5,196.9,329.5,586432000.0,0.6,0.1,21.9
A7-00205,A7,84413299,3,30,6,5,1,0,3,131.0,193.7,524.8,586432000.0,0.6,0.0,6.8
A7-00207,A7,82776375,4,4,1,4,1,1,0,604.4,210.1,525.2,586432000.0,0.6,0.3,45.5
A7-00208,A7,67991202,19,2730,13,15,14,0,19,63.1,63.1,46.9,586432000.0,0.6,0.0,0.6
A7-00210,A7,43775220,1,5,1,5,1,0,1,665.2,193.8,522.6,586432000.0,0.6,0.1,11.5
A7-00212,A7,44340828,5,5,1,5,1,1,0,543.2,176.6,543.2,586432000.0,0.6,0.3,44.4
A7-00213,A7,45004758,81,96,3,8,4,3,9,260.6,113.6,162.6,586432000.0,0.6,0.4,66.5
A7-00214,A7,71801187,1,36,2,9,2,0,1,359.0,103.5,313.9,586432000.0,0.6,0.0,2.0
A7-00215,A7,99409110,12,7728,21,23,16,0,12,41.3,41.3,41.3,586432000.0,0.6,0.0,0.1
A7-00216,A7,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,586432000.0,0.6,0.3,48.7
A7-00217,A7,88538691,144,144,4,9,4,4,0,197.3,108.0,147.8,586432000.0,0.6,0.5,77.3
A7-00219,A7,79027877,24,24,3,2,4,4,0,266.7,488.4,159.3,586432000.0,0.6,0.5,84.9
A7-00220,A7,84069925,1,36,3,6,2,0,1,274.0,140.2,274.0,586432000.0,0.6,0.0,1.8
A7-00221,A7,33615267,1,39,1,13,3,0,1,816.3,71.7,204.1,586432000.0,0.6,0.0,2.0
A7-00222,A7,26291041,6,6,1,6,1,1,0,823.5,162.3,651.6,586432000.0,0.6,0.5,89.1
A7-00223,A7,12183238,16,240,5,6,8,0,16,149.7,149.7,83.7,586432000.0,0.6,0.0,5.1
A7-00225,A7,34747094,16,924,11,12,7,0,16,76.1,76.1,92.3,586432000.0,0.6,0.0,1.5
A7-00226,A7,98984000,1,30,5,6,1,0,1,155.9,155.9,623.4,586432000.0,0.6,0.0,2.6
A7-00227,A7,60556592,1,7,1,7,1,0,1,712.8,122.6,518.3,586432000.0,0.6,0.0,7.7
A7-00228,A7,43894700,1,8,4,2,1,0,1,214.1,464.6,663.7,586432000.0,0.6,0.1,11.3
A7-00229,A7,69438280,16,30,3,5,2,1,1,254.0,196.0,332.7,586432000.0,0.6,0.3,45.2
A7-00230,A7,83453991,15,210,3,5,14,1,0,257.0,191.9,46.5,586432000.0,0.6,0.0,5.9
A7-00232,A7,18517340,11,12,3,1,4,3,2,239.7,958.6,148.4,586432000.0,0.6,0.4,64.0
A7-00233,A7,29315203,1,504,21,6,4,0,1,41.2,155.0,152.0,586432000.0,0.6,0.0,0.2
A8-00002,A8,62327842,7,288,8,4,9,0,7,103.8,218.5,107.4,792490000.0,0.8,0.0,2.2
A8-00003,A8,40694398,1,24,4,2,3,0,1,201.4,465.0,305.5,792490000.0,0.8,0.0,3.6
A8-00004,A8,86541657,3,20,2,5,2,0,3,319.8,185.7,482.2,792490000.0,0.8,0.1,10.8
A8-00005,A8,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,792490000.0,0.8,0.3,36.0
A8-00006,A8,24555860,11,672,4,12,14,0,11,200.2,78.9,69.2,792490000.0,0.8,0.0,1.5
A8-00007,A8,79027877,18,18,1,3,6,6,0,488.4,266.7,159.3,792490000.0,0.8,0.4,47.1
A8-00008,A8,81877495,6,6,1,3,2,2,0,774.8,263.3,432.6,792490000.0,0.8,0.5,66.8
A8-00009,A8,37591720,6,1274,13,14,7,0,6,63.4,64.3,137.5,792490000.0,0.8,0.0,0.4
A8-00010,A8,80451198,10,16,4,2,2,1,2,194.7,456.2,332.3,792490000.0,0.8,0.3,37.2
A8-00011,A8,83464143,1,28,1,7,4,0,1,801.8,123.9,200.5,792490000.0,0.8,0.0,2.5
A8-00012,A8,49688577,10,10,1,5,2,2,0,611.9,184.2,391.1,792490000.0,0.8,0.4,55.6
A8-00013,A8,89088612,3,600,3,25,8,0,3,252.3,37.7,109.5,792490000.0,0.8,0.0,0.4
A8-00014,A8,69668689,1,36,1,6,6,0,1,627.4,156.9,156.9,792490000.0,0.8,0.0,1.9
A8-00015,A8,97616700,24,130,2,13,5,0,24,361.1,71.9,170.0,792490000.0,0.8,0.1,13.4
A8-00016,A8,81877495,6,6,1,3,2,2,0,774.8,263.3,432.6,792490000.0,0.8,0.5,66.8
A8-00017,A8,24042806,7,20,5,1,4,1,2,145.1,900.1,225.0,792490000.0,0.8,0.2,26.0
A8-00018,A8,20628172,84,84,2,7,6,6,0,397.2,126.0,142.2,792490000.0,0.8,0.6,75.4
A8-00019,A8,67489063,9,9,1,9,1,1,0,564.4,103.7,518.3,792490000.0,0.8,0.3,34.5
A8-00020,A8,79027877,18,18,1,3,6,6,0,488.4,266.7,159.3,792490000.0,0.8,0.4,47.1
A8-00021,A8,94038125,6,6,1,6,1,1,0,670.9,150.9,549.6,792490000.0,0.8,0.3,42.1
A8-00022,A8,49688577,10,10,1,5,2,2,0,611.9,184.2,391.1,792490000.0,0.8,0.4,55.6
A8-00023,A8,36333710,14,80,2,10,4,0,14,395.4,91.3,212.4,792490000.0,0.8,0.1,13.5
A8-00024,A8,18301969,4,275,11,5,5,0,4,75.5,176.2,176.2,792490000.0,0.8,0.0,1.2
A8-00025,A8,70795047,5,8,1,4,2,1,1,609.4,200.8,380.4,792490000.0,0.8,0.2,29.4
A8-00026,A8,82776375,4,4,1,4,1,1,0,604.4,210.1,525.2,792490000.0,0.8,0.3,33.7
A8-00028,A8,74904990,31,35,1,7,5,4,3,652.5,125.1,163.1,792490000.0,0.8,0.4,52.1
A8-00030,A8,75462016,7,7,1,7,1,1,0,855.5,128.3,608.7,792490000.0,0.8,0.5,59.0
A8-00032,A8,20705586,13,90,2,5,9,1,3,376.1,175.7,106.9,792490000.0,0.8,0.1,11.6
A8-00034,A8,17753308,3,30,2,5,3,0,3,420.2,163.3,291.8,792490000.0,0.8,0.1,7.6
A8-00035,A8,83875133,8,9,1,9,1,0,8,641.4,102.6,512.8,792490000.0,0.8,0.3,34.1
A8-00036,A8,11056554,7,36,3,2,6,1,1,268.2,454.8,152.4,792490000.0,0.8,0.1,16.4
A8-00038,A8,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,792490000.0,0.8,0.3,36.0
A8-00039,A8,61373863,90,90,2,15,3,3,0,365.0,61.7,263.4,792490000.0,0.8,0.5,67.4
A8-00040,A8,97375522,9,15,1,5,3,1,4,631.6,170.6,299.7,792490000.0,0.8,0.3,36.7
A8-00043,A8,82831631,39,45,5,3,3,2,9,167.9,287.1,266.2,792490000.0,0.8,0.5,63.1
A8-00044,A8,82776375,4,4,1,4,1,1,0,604.4,210.1,525.2,792490000.0,0.8,0.3,33.7
A8-00045,A8,82776375,4,4,1,4,1,1,0,604.4,210.1,525.2,792490000.0,0.8,0.3,33.7
A8-00046,A8,46923430,3,1140,19,6,10,0,3,44.4,146.1,96.7,792490000.0,0.8,0.0,0.2
A8-00047,A8,55054311,30,30,2,5,3,3,0,363.5,162.2,311.0,792490000.0,0.8,0.6,69.4
A8-00048,A8,93936306,24,735,15,7,7,0,24,55.6,125.4,125.4,792490000.0,0.8,0.0,2.6
A8-00049,A8,96675345,22,25,1,5,5,4,2,716.4,179.1,179.1,792490000.0,0.8,0.5,63.8
A8-00050,A8,23325562,7,612,17,6,6,0,7,48.2,144.1,144.1,792490000.0,0.8,0.0,0.9
A8-00051,A8,28592104,1,280,4,10,7,0,1,206.7,89.5,131.5,792490000.0,0.8,0.0,0.3
A8-00052,A8,75720505,72,80,2,8,5,4,8,341.1,115.4,191.1,792490000.0,0.8,0.5,68.3
A8-00053,A8,49688577,10,10,1,5,2,2,0,611.9,184.2,391.1,792490000.0,0.8,0.4,55.6
A8-00054,A8,41318081,44,72,2,6,6,3,8,368.6,154.0,154.0,792490000.0,0.8,0.4,48.5
A8-00055,A8,34640934,1,72,6,3,4,0,1,142.9,304.2,229.5,792490000.0,0.8,0.0,1.3
A8-00056,A8,79027877,18,18,1,3,6,6,0,488.4,266.7,159.3,792490000.0,0.8,0.4,47.1
A8-00059,A8,36847180,1,60,1,5,12,0,1,491.1,185.6,80.8,792490000.0,0.8,0.0,0.9
A8-00060,A8,83079661,25,25,1,5,5,5,0,706.9,176.7,176.7,792490000.0,0.8,0.6,69.6
A8-00061,A8,85119098,38,616,22,7,4,0,38,37.4,133.1,241.4,792490000.0,0.8,0.0,5.8
A8-00062,A8,96365532,14,48,2,8,3,0,14,355.9,115.7,320.1,792490000.0,0.8,0.2,23.3
A8-00064,A8,31059070,10,10,1,5,2,2,0,717.4,172.6,373.6,792490000.0,0.8,0.5,58.4
A8-00065,A8,39540032,5,5,5,1,1,1,0,164.5,918.2,585.0,792490000.0,0.8,0.4,55.7
A8-00066,A8,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,792490000.0,0.8,0.3,36.0
A8-00067,A8,87492396,3,66,11,2,3,0,3,74.2,434.8,296.4,792490000.0,0.8,0.0,3.6
A8-00069,A8,82034620,2,528,11,4,12,0,2,76.3,234.3,76.3,792490000.0,0.8,0.0,0.3
A8-00071,A8,59513297,16,16,1,2,8,8,0,500.1,374.4,120.4,792490000.0,0.8,0.4,45.5
A8-00076,A8,39540032,4,5,5,1,1,0,4,164.5,918.2,585.0,792490000.0,0.8,0.4,44.6
A8-00077,A8,37438962,25,99,11,3,3,0,25,74.1,296.3,296.3,792490000.0,0.8,0.2,20.5
A8-00078,A8,94038125,1,6,1,6,1,0,1,670.9,150.9,549.6,792490000.0,0.8,0.1,7.0
A8-00079,A8,69474789,4,4,1,4,1,1,0,648.5,209.8,550.1,792490000.0,0.8,0.3,37.8
A8-00081,A8,58331082,1,36,1,9,4,0,1,692.0,97.7,225.3,792490000.0,0.8,0.0,1.9
A8-00082,A8,81877495,6,6,1,3,2,2,0,774.8,263.3,432.6,792490000.0,0.8,0.5,66.8
A8-00083,A8,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,792490000.0,0.8,0.3,36.0
A8-00084,A8,12501271,3,1440,8,18,10,0,3,100.8,52.1,95.7,792490000.0,0.8,0.0,0.2
A8-00085,A8,38563646,1,198,3,11,6,0,1,264.4,81.3,148.0,792490000.0,0.8,0.0,0.4
A8-00086,A8,99820125,8,8,1,8,1,1,0,563.7,112.5,562.7,792490000.0,0.8,0.3,36.0
A8-00088,A8,80490053,6,1331,11,11,11,0,6,74.7,82.0,82.0,792490000.0,0.8,0.0,0.4
A8-00089,A8,19820314,9,80,2,8,5,0,9,419.1,107.8,175.7,792490000.0,0.8,0.1,9.0
A8-00090,A8,86686147,23,48,3,4,4,1,11,285.7,199.2,214.5,792490000.0,0.8,0.3,35.4
A8-00091,A8,42537178,1,20,5,2,2,0,1,165.2,472.0,363.4,792490000.0,0.8,0.0,3.6
A8-00092,A8,73618082,12,126,3,3,14,1,3,272.0,290.3,68.1,792490000.0,0.8,0.1,8.1
A8-00093,A8,95200988,3,30,1,5,6,0,3,722.8,180.7,160.4,792490000.0,0.8,0.1,7.9
A8-00094,A8,81877495,6,6,1,3,2,2,0,774.8,263.3,432.6,792490000.0,0.8,0.5,66.8
A8-00096,A8,88586028,5,26,1,13,2,0,5,713.9,71.4,357.0,792490000.0,0.8,0.1,11.5
A8-00097,A8,29944618,3,25,1,5,5,0,3,661.0,165.2,165.2,792490000.0,0.8,0.1,6.8
A8-00098,A8,47031148,1,5,1,1,5,1,0,732.9,568.9,192.0,792490000.0,0.8,0.1,10.1
A8-00099,A8,49532390,1,60,5,3,4,0,1,162.2,303.3,199.9,792490000.0,0.8,0.0,1.2
A8-00100,A8,68874920,7,24,2,4,3,0,7,412.6,199.1,271.3,792490000.0,0.8,0.2,19.7
A8-00101,A8,34568675,1,3,1,3,1,0,1,821.7,255.5,621.5,792490000.0,0.8,0.1,16.5
A8-00102,A8,11174677,9,81,3,9,3,0,9,275.8,100.7,274.8,792490000.0,0.8,0.1,8.7
A9-00001,A9,39540032,10,10,5,1,2,2,0,164.5,918.2,585.0,1064700000.0,1.1,0.9,83.0
A9-00002,A9,40566833,5,42,1,7,6,0,5,764.6,136.6,191.1,1064700000.0,1.1,0.1,9.4
A9-00003,A9,24530006,1,16,1,8,2,0,1,590.3,120.0,536.1,1064700000.0,1.1,0.0,3.6
A9-00004,A9,62427944,1,126,7,2,9,0,1,128.8,487.6,128.8,1064700000.0,1.1,0.0,0.8
A9-00005,A9,85429727,1,78,1,13,6,0,1,727.8,75.4,189.9,1064700000.0,1.1,0.0,1.0
A9-00006,A9,99820125,16,16,1,8,2,2,0,563.7,112.5,562.7,1064700000.0,1.1,0.6,53.6
A9-00007,A9,99820125,16,16,1,8,2,2,0,563.7,112.5,562.7,1064700000.0,1.1,0.6,53.6
A9-00008,A9,91765287,1,132,1,22,6,0,1,713.8,44.9,192.9,1064700000.0,1.1,0.0,0.6
A9-00009,A9,86686147,80,80,4,5,4,4,0,214.5,199.2,285.7,1064700000.0,1.1,1.0,91.7
A9-00011,A9,22606229,3,112,2,14,4,0,3,437.8,69.8,289.3,1064700000.0,1.1,0.0,2.5
A9-00012,A9,99915836,19,40,5,2,4,1,9,168.0,477.5,264.0,1064700000.0,1.1,0.4,37.8
A9-00013,A9,88538691,208,300,6,5,10,6,28,147.8,197.3,108.0,1064700000.0,1.1,0.7,61.5
A9-00014,A9,42386761,1,30,1,5,6,0,1,725.1,181.3,181.3,1064700000.0,1.1,0.0,2.2
A9-00015,A9,90925616,18,18,6,3,1,1,0,143.4,265.3,1061.2,1064700000.0,1.1,0.7,68.3
A9-00016,A9,16460594,4,4,1,4,1,1,0,722.9,240.9,1111.5,1064700000.0,1.1,0.8,72.7
A9-00017,A9,10986587,17,18,1,9,2,1,8,575.6,103.4,517.0,1064700000.0,1.1,0.5,49.1
A9-00018,A9,76690168,7,7,1,7,1,1,0,708.9,141.8,1141.0,1064700000.0,1.1,0.8,75.4
A9-00020,A9,69950951,1,48,8,2,3,0,1,106.1,462.6,311.1,1064700000.0,1.1,0.0,1.4
A9-00021,A9,31773976,8,60,5,6,2,0,8,168.3,166.5,533.9,1064700000.0,1.1,0.1,11.2
A9-00022,A9,82034756,1,60,1,12,5,0,1,823.6,83.0,205.9,1064700000.0,1.1,0.0,1.3
A9-00023,A9,93768368,2,18,1,9,2,0,2,684.5,102.2,510.9,1064700000.0,1.1,0.1,6.7
A9-00024,A9,10686351,7,156,13,3,4,0,7,65.8,329.0,251.5,1064700000.0,1.1,0.0,3.6
A9-00025,A9,45715785,4,9,3,3,1,0,4,279.7,279.7,1119.0,1064700000.0,1.1,0.4,32.9
A9-00026,A9,14463714,19,396,6,11,6,0,19,148.4,87.2,185.2,1064700000.0,1.1,0.0,4.3
A9-00027,A9,67489063,15,18,1,9,2,1,6,564.4,103.7,518.3,1064700000.0,1.1,0.5,42.7
A9-00028,A9,10986587,18,18,1,9,2,2,0,575.6,103.4,517.0,1064700000.0,1.1,0.6,52.0
A9-00029,A9,99820125,16,16,1,8,2,2,0,563.7,112.5,562.7,1064700000.0,1.1,0.6,53.6
A9-00030,A9,64942508,21,858,6,11,13,0,21,148.5,89.5,89.5,1064700000.0,1.1,0.0,2.3
